species_superorder,isGaleomorphi,species_name,marine_province,lat,long,date,year
Galeomorphii,1,Carcharhinus altimus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus altimus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus altimus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus altimus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus altimus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus altimus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchoides,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchoides,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchoides,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchoides,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchoides,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus amblyrhynchos,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus brevipinna,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus dussumieri,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus dussumieri,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus dussumieri,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus dussumieri,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus dussumieri,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus dussumieri,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus dussumieri,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus dussumieri,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus leucas,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus leucas,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus longimanus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus longimanus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus longimanus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus longimanus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus longimanus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus macloti,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus macloti,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus macloti,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus macloti,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus macloti,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus melanopterus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus melanopterus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus melanopterus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus melanopterus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus melanopterus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus melanopterus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus melanopterus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus melanopterus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus obscurus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus obscurus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus obscurus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus obscurus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus plumbeus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus plumbeus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus plumbeus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sealei,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sealei,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus sorrah,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Galeocerdo cuvier,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Galeocerdo cuvier,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Galeocerdo cuvier,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Galeocerdo cuvier,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Loxodon macrorhinus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Prionace glauca,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Prionace glauca,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Prionace glauca,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon acutus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon oligolinx,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon oligolinx,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon oligolinx,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon oligolinx,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon oligolinx,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon oligolinx,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon taylori,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon taylori,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Rhizoprionodon taylori,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Scoliodon laticaudus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Scoliodon laticaudus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus limbatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus leucas,Eastern India coast,,,2009,2009
Galeomorphii,1,Carcharhinus leucas,Eastern India coast,,,2009,2009
Galeomorphii,1,Atelomycterus baliensis,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Atelomycterus baliensis,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Atelomycterus marmoratus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Atelomycterus marmoratus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Atelomycterus marmoratus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Atelomycterus marmoratus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Cephaloscyllium speccum,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Cephaloscyllium speccum,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Halaelurus maculosus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Halaelurus maculosus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Halaelurus maculosus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Halaelurus maculosus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Halaelurus maculosus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Halaelurus maculosus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Halaelurus maculosus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemitriakis indroyonoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Iago garricki,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Iago garricki,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Iago garricki,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus manazo,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus widodoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus widodoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Mustelus widodoi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Chaenogaleus macrostoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Chaenogaleus macrostoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Chaenogaleus macrostoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemigaleus microstoma,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemipristis elongata,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemipristis elongata,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Hemipristis elongata,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Paragaleus tengi,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Pseudotriakis microdon,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,16.75,-169.5,1968-1971,1968
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,16.75,-169.5,1968-1971,1968
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,16.75,-169.5,1968-1971,1968
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,16.75,-169.5,1968-1971,1968
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,,,1951,1951
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,,,1951,1951
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,,,1951,1951
Galeomorphii,1,Triaenodon obesus,California current,19.306139,-104.961083,2015,2015
Galeomorphii,1,Triaenodon obesus,California current,19.306139,-104.961083,2015,2015
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,,,2000-2008,2000
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,,,2000-2008,2000
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,,,1982,1982
Galeomorphii,1,Triaenodon obesus,North Pacific Tropical gyre,,,1982,1982
Galeomorphii,1,Triaenodon obesus,California current,,,2001-2003,2001
Galeomorphii,1,Triaenodon obesus,California current,,,2001-2003,2001
Galeomorphii,1,Triaenodon obesus,California current,,,2001-2003,2001
Galeomorphii,1,Triaenodon obesus,California current,,,2001-2003,2001
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus galapagensis,North Pacific Tropical gyre,20,-158,1967-1969,1967
Galeomorphii,1,Carcharhinus borneensis,Sunda-Arafura shelves,2.883333,112.083333,,
Galeomorphii,1,Carcharhinus borneensis,Sunda-Arafura shelves,2.883333,112.083333,,
Galeomorphii,1,Carcharhinus borneensis,Sunda-Arafura shelves,,,1937,1937
Galeomorphii,1,Carcharhinus borneensis,Sunda-Arafura shelves,2.883333,112.083333,,
Galeomorphii,1,Carcharhinus borneensis,Sunda-Arafura shelves,2.883333,112.083333,,
Galeomorphii,1,Carcharhinus borneensis,Sunda-Arafura shelves,2.883333,112.083333,,
Galeomorphii,1,Carcharhinus borneensis,Sunda-Arafura shelves,2.883333,112.083333,,
Galeomorphii,1,Carcharhinus borneensis,Sunda-Arafura shelves,2.883333,112.083333,,
Galeomorphii,1,Lamiopsis tephrodes,Sunda-Arafura shelves,,,2003-2008(?),2003
Galeomorphii,1,Lamiopsis tephrodes,Sunda-Arafura shelves,,,2003-2008(?),2003
Galeomorphii,1,Lamiopsis tephrodes,Sunda-Arafura shelves,,,2003-2008(?),2003
Galeomorphii,1,Lamiopsis tephrodes,Sunda-Arafura shelves,,,2003-2008(?),2003
Galeomorphii,1,Lamiopsis temminckii,Sunda-Arafura shelves,,,,
Galeomorphii,1,Lamiopsis temminckii,Sunda-Arafura shelves,,,,
Galeomorphii,1,Carcharhinus leucas,Guianas coast,-3.387222,-44.831944,2015,2015
Galeomorphii,1,Carcharhinus leucas,Guianas coast,-3.387222,-44.831944,2015,2015
Galeomorphii,1,Carcharhinus brachyurus,Mediterranean Sea,,,1878,1878
Galeomorphii,1,Carcharhinus brachyurus,Mediterranean Sea,,,1878,1878
Galeomorphii,1,Carcharhinus brachyurus,Mediterranean Sea,38.033333,13.6125,2004,2004
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,-6.724722,133.853333,2012,2012
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,-7.016389,134.780556,2012,2012
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,-20,149,2007-2013,2007
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,-20,149,2007-2013,2007
